ts,실시간 임시 가격(원/kWh),실시간 확정 가격(원/kWh),하루전가격(원/kWh),공급능력(kW),현재 수요(kW),풍력 발전량(kW),신재생 발전량 총합(kW),공급 예비력(kW),운영 예비력(kW)
2024-03-05 07:00:00,162.57,162.57,167.0,1425000.0,873000.0,118828.0,146116.0,552000.0,373000.0
2024-03-05 08:00:00,157.31,157.2,162.57,1457000.0,887000.0,147962.0,177264.0,571000.0,355000.0
2024-03-05 09:00:00,170.17,169.35,153.8,1441000.0,886000.0,143373.0,160080.0,554000.0,335000.0
2024-03-05 10:00:00,170.17,169.35,153.56,1443000.0,902000.0,146433.0,162285.0,540000.0,319000.0
2024-03-05 11:00:00,170.38,170.38,148.78,1463000.0,881000.0,170067.0,185452.0,582000.0,361000.0
2024-03-05 12:00:00,170.56,170.56,153.56,1475000.0,853000.0,176344.0,191287.0,621000.0,400000.0
2024-03-05 13:00:00,170.56,170.56,175.87,1437000.0,835000.0,128270.0,142382.0,602000.0,381000.0
2024-03-05 14:00:00,131.23,131.23,131.23,1434000.0,818000.0,125183.0,139602.0,616000.0,394000.0
2024-03-05 15:00:00,131.19,131.19,131.19,1466000.0,770000.0,158963.0,173453.0,696000.0,383000.0
2024-03-05 16:00:00,107.38,107.38,164.31,1309000.0,734000.0,156004.0,171280.0,575000.0,351000.0
2024-03-05 17:00:00,95.03,95.03,164.31,1235000.0,705000.0,84350.6,100182.0,531000.0,311000.0
2024-03-05 18:00:00,94.64,94.64,164.31,1243000.0,681000.0,91559.7,106398.0,561000.0,337000.0
2024-03-05 19:00:00,94.64,94.64,164.31,1228000.0,673000.0,74510.5,90421.1,555000.0,331000.0
2024-03-05 20:00:00,94.36,94.36,164.31,1255000.0,683000.0,105467.0,119157.0,572000.0,349000.0
2024-03-05 21:00:00,94.73,94.73,164.31,1258000.0,716000.0,105737.0,121310.0,542000.0,443000.0
2024-03-05 22:00:00,108.17,108.17,164.31,1234000.0,755000.0,80827.0,96335.0,479000.0,379000.0
2024-03-05 23:00:00,165.77,169.47,164.31,1255000.0,827000.0,102947.0,120832.0,428000.0,331000.0
2024-03-06 00:00:00,171.11,171.2,171.11,1241000.0,878000.0,73336.7,105112.0,363000.0,262000.0
2024-03-06 01:00:00,172.44,172.44,172.44,1247000.0,847000.0,54017.2,109912.0,400000.0,300000.0
2024-03-06 02:00:00,169.55,169.95,165.47,1246000.0,806000.0,38005.3,108983.0,440000.0,341000.0
2024-03-06 03:00:00,168.75,169.73,165.47,1262000.0,781000.0,34368.8,125225.0,481000.0,380000.0
2024-03-06 04:00:00,162.72,164.51,163.86,1269000.0,756000.0,29968.3,132811.0,513000.0,414000.0
2024-03-06 05:00:00,169.27,170.74,163.86,1313000.0,765000.0,35496.8,142303.0,548000.0,444000.0
2024-03-06 06:00:00,167.37,167.91,163.86,1370000.0,763000.0,41302.1,149597.0,607000.0,516000.0
2024-03-06 07:00:00,167.05,167.22,163.86,1399000.0,743000.0,29955.8,119996.0,656000.0,436000.0
2024-03-06 08:00:00,167.05,167.22,163.86,1412000.0,774000.0,43078.9,106984.0,639000.0,417000.0
2024-03-06 09:00:00,167.05,167.22,163.86,1375000.0,822000.0,36074.6,68508.1,553000.0,332000.0
2024-03-06 10:00:00,167.05,167.22,164.31,1380000.0,907000.0,47798.4,68618.4,474000.0,250000.0
2024-03-06 11:00:00,167.05,167.22,164.31,1386000.0,912000.0,53255.0,71710.9,474000.0,251000.0
2024-03-06 12:00:00,167.05,167.22,164.31,1380000.0,888000.0,49721.7,65952.2,492000.0,269000.0
2024-03-06 13:00:00,167.05,167.22,164.31,1393000.0,872000.0,64102.4,78785.1,521000.0,298000.0
2024-03-06 14:00:00,167.22,167.22,164.31,1434000.0,858000.0,104149.0,119557.0,576000.0,353000.0
2024-03-06 15:00:00,152.35,152.35,164.31,1422000.0,827000.0,95082.8,109545.0,596000.0,375000.0
2024-03-06 16:00:00,107.31,107.31,107.31,1401000.0,775000.0,89143.3,102591.0,626000.0,294000.0
2024-03-06 17:00:00,94.48,94.48,94.48,1390000.0,754000.0,75438.8,90727.1,636000.0,304000.0
2024-03-06 18:00:00,90.83,90.83,90.83,1413000.0,738000.0,99031.1,114260.0,674000.0,342000.0
2024-03-06 19:00:00,90.83,90.83,90.83,1426000.0,739000.0,113743.0,129171.0,687000.0,358000.0
2024-03-06 20:00:00,90.83,90.83,90.83,1430000.0,747000.0,115778.0,130750.0,683000.0,352000.0
2024-03-06 21:00:00,0.0,0.0,95.0,1475000.0,776000.0,165685.0,180348.0,699000.0,572000.0
2024-03-06 22:00:00,108.17,108.17,108.17,1438000.0,812000.0,128275.0,143501.0,625000.0,498000.0
2024-03-06 23:00:00,108.69,108.69,108.69,1423000.0,786000.0,118428.0,160820.0,637000.0,443000.0
2024-03-07 00:00:00,178.73,176.93,170.95,1365000.0,713000.0,122303.0,244006.0,652000.0,322000.0
2024-03-07 01:00:00,179.82,179.82,179.82,1415000.0,675000.0,76311.2,295298.0,741000.0,411000.0
2024-03-07 02:00:00,-77.94,-77.94,134.97,1507000.0,631000.0,95024.7,384803.0,876000.0,513000.0
2024-03-07 03:00:00,-2.0,-2.0,165.47,1473000.0,622000.0,38255.4,351409.0,852000.0,528000.0
2024-03-07 04:00:00,154.48,154.48,154.48,1514000.0,671000.0,124126.0,391720.0,842000.0,521000.0
2024-03-07 05:00:00,159.69,159.69,159.69,1498000.0,667000.0,127612.0,377555.0,831000.0,513000.0
2024-03-07 06:00:00,154.67,154.67,154.67,1488000.0,657000.0,100789.0,365627.0,831000.0,510000.0
2024-03-07 07:00:00,145.83,145.83,145.83,1552000.0,713000.0,182395.0,389728.0,839000.0,606000.0
2024-03-07 08:00:00,169.37,169.37,166.64,1494000.0,780000.0,177317.0,282646.0,714000.0,509000.0
2024-03-07 09:00:00,170.03,170.03,166.64,1484000.0,859000.0,226863.0,270602.0,625000.0,417000.0
2024-03-07 10:00:00,170.03,170.03,166.82,1460000.0,930000.0,225513.0,248949.0,529000.0,323000.0
2024-03-07 11:00:00,145.07,145.07,145.07,1485000.0,936000.0,254264.0,276716.0,549000.0,347000.0
2024-03-07 12:00:00,148.6,148.6,148.6,1460000.0,914000.0,227391.0,246450.0,546000.0,339000.0
2024-03-07 13:00:00,170.03,170.03,139.29,1452000.0,901000.0,219958.0,235989.0,550000.0,342000.0
2024-03-07 14:00:00,131.2,131.2,131.2,1446000.0,894000.0,219733.0,233342.0,552000.0,351000.0
2024-03-07 15:00:00,131.94,131.94,131.94,1443000.0,853000.0,218702.0,231504.0,591000.0,384000.0
2024-03-07 16:00:00,108.22,108.22,108.22,1433000.0,809000.0,204796.0,218882.0,625000.0,419000.0
2024-03-07 17:00:00,271.39,273.36,99.07,1441000.0,772000.0,212462.0,226265.0,669000.0,463000.0
2024-03-07 18:00:00,274.35,267.64,94.56,1422000.0,757000.0,191326.0,205419.0,665000.0,459000.0
2024-03-07 19:00:00,277.4,267.64,90.83,1356000.0,746000.0,176719.0,190734.0,610000.0,404000.0
2024-03-07 20:00:00,166.64,167.74,94.55,1358000.0,755000.0,177811.0,191187.0,602000.0,520000.0
2024-03-07 21:00:00,170.8,170.66,95.86,1344000.0,789000.0,179605.0,192127.0,555000.0,412000.0
2024-03-07 22:00:00,297.4,275.43,109.48,1255000.0,820000.0,168972.0,181984.0,435000.0,352000.0
2024-03-07 23:00:00,252.42,252.42,139.5,1288000.0,795000.0,178142.0,215267.0,494000.0,411000.0
2024-03-08 00:00:00,167.53,169.91,167.4,1283000.0,770000.0,127377.0,209308.0,512000.0,308000.0
2024-03-08 01:00:00,0.0,0.0,171.52,1394000.0,750000.0,161782.0,317300.0,643000.0,439000.0
2024-03-08 02:00:00,-77.94,-77.94,168.51,1425000.0,682000.0,162171.0,351757.0,744000.0,511000.0
2024-03-08 03:00:00,-1.0,-1.0,158.96,1481000.0,620000.0,100730.0,407794.0,862000.0,622000.0
2024-03-08 04:00:00,0.0,0.0,152.91,1500000.0,636000.0,98095.3,425886.0,864000.0,630000.0
2024-03-08 05:00:00,-7.0,-7.0,159.69,1497000.0,620000.0,77507.0,426175.0,877000.0,639000.0
2024-03-08 06:00:00,0.0,0.0,159.69,1519000.0,657000.0,118274.0,443070.0,862000.0,621000.0
2024-03-08 07:00:00,159.69,159.69,159.69,1592000.0,721000.0,231945.0,481158.0,871000.0,624000.0
2024-03-08 08:00:00,-19.0,-19.0,153.07,1520000.0,800000.0,228547.0,360963.0,720000.0,605000.0
2024-03-08 09:00:00,0.0,0.0,167.22,1436000.0,861000.0,231012.0,274741.0,574000.0,489000.0
2024-03-08 10:00:00,173.1,174.07,150.75,1434000.0,927000.0,243168.0,264802.0,507000.0,419000.0
2024-03-08 11:00:00,173.39,174.07,145.67,1402000.0,926000.0,214329.0,235651.0,476000.0,392000.0
2024-03-08 12:00:00,174.32,174.07,142.91,1376000.0,899000.0,189122.0,209473.0,477000.0,393000.0
2024-03-08 13:00:00,108.69,108.69,108.69,1386000.0,872000.0,201772.0,219158.0,514000.0,432000.0
2024-03-08 14:00:00,109.48,109.48,109.48,1388000.0,860000.0,205764.0,219791.0,528000.0,320000.0
2024-03-08 15:00:00,120.38,120.38,120.38,1382000.0,825000.0,194890.0,209190.0,557000.0,348000.0
2024-03-08 16:00:00,169.55,167.43,169.62,1363000.0,807000.0,182335.0,198166.0,556000.0,350000.0
2024-03-08 17:00:00,110.46,110.46,110.46,1366000.0,765000.0,184258.0,198469.0,600000.0,391000.0
2024-03-08 18:00:00,110.46,110.46,110.46,1354000.0,751000.0,173317.0,188582.0,604000.0,394000.0
2024-03-08 19:00:00,109.16,109.16,109.16,1352000.0,747000.0,171740.0,186115.0,606000.0,401000.0
2024-03-08 20:00:00,110.73,110.73,110.73,1330000.0,757000.0,149823.0,165762.0,573000.0,289000.0
2024-03-08 21:00:00,110.73,110.73,110.73,1238000.0,782000.0,152036.0,166309.0,456000.0,241000.0
2024-03-08 22:00:00,169.61,167.43,157.36,1223000.0,795000.0,135601.0,151400.0,428000.0,214000.0
2024-03-08 23:00:00,169.61,167.43,158.88,1232000.0,736000.0,118503.0,159320.0,496000.0,289000.0
2024-03-09 00:00:00,110.73,110.73,110.73,1322000.0,639000.0,123118.0,246010.0,683000.0,473000.0
2024-03-09 01:00:00,0.0,0.0,110.46,1425000.0,629000.0,132709.0,351673.0,796000.0,575000.0
2024-03-09 02:00:00,100.55,100.55,100.55,1477000.0,603000.0,115259.0,402857.0,874000.0,634000.0
2024-03-09 03:00:00,-1.0,-1.0,-1.0,1430000.0,555000.0,10893.5,356800.0,875000.0,638000.0
2024-03-09 04:00:00,-19.0,-19.0,-50.0,1446000.0,564000.0,6435.56,374453.0,882000.0,643000.0
2024-03-09 05:00:00,0.0,0.0,-50.0,1439000.0,568000.0,5905.85,367021.0,871000.0,633000.0
2024-03-09 06:00:00,95.43,95.43,95.43,1449000.0,584000.0,50614.8,375496.0,865000.0,619000.0
2024-03-09 07:00:00,95.96,95.96,95.96,1491000.0,626000.0,99767.2,360165.0,865000.0,614000.0
2024-03-09 08:00:00,107.57,107.57,107.57,1490000.0,698000.0,117266.0,287581.0,792000.0,554000.0
2024-03-09 09:00:00,167.43,167.43,154.25,1404000.0,795000.0,104030.0,170763.0,609000.0,404000.0
2024-03-09 10:00:00,167.43,167.43,154.27,1387000.0,905000.0,118277.0,142557.0,483000.0,277000.0
2024-03-09 11:00:00,167.43,167.43,156.13,1376000.0,913000.0,101545.0,124786.0,463000.0,250000.0
2024-03-09 12:00:00,167.43,167.43,159.46,1383000.0,912000.0,113941.0,135561.0,471000.0,266000.0
2024-03-09 13:00:00,167.43,167.43,159.97,1369000.0,892000.0,98268.1,115669.0,476000.0,267000.0
2024-03-09 14:00:00,167.75,167.75,167.01,1347000.0,884000.0,81914.5,96653.9,463000.0,250000.0
2024-03-09 15:00:00,167.61,167.61,166.69,1354000.0,857000.0,89192.9,105543.0,497000.0,292000.0
2024-03-09 16:00:00,166.75,164.61,156.87,1296000.0,807000.0,68076.8,83283.8,489000.0,316000.0
2024-03-09 17:00:00,165.97,164.61,154.76,1301000.0,785000.0,73289.4,87625.1,515000.0,345000.0
2024-03-09 18:00:00,110.09,110.09,110.09,1296000.0,767000.0,77139.6,91299.3,529000.0,359000.0
2024-03-09 19:00:00,110.35,110.35,142.5,1195000.0,761000.0,59936.1,74027.8,434000.0,302000.0
2024-03-09 20:00:00,110.35,110.35,110.35,1220000.0,771000.0,87078.6,101223.0,449000.0,320000.0
2024-03-09 21:00:00,165.37,165.86,170.09,1198000.0,785000.0,63097.5,78056.3,413000.0,281000.0
2024-03-09 22:00:00,165.71,165.86,170.09,1199000.0,806000.0,63383.5,79630.9,394000.0,263000.0
2024-03-09 23:00:00,165.71,165.86,170.09,1214000.0,676000.0,37904.5,93951.0,538000.0,368000.0
2024-03-10 00:00:00,110.09,110.09,110.09,1310000.0,561000.0,29975.1,190838.0,748000.0,510000.0
2024-03-10 01:00:00,-8.0,-8.0,91.64,1395000.0,544000.0,22798.9,276745.0,851000.0,583000.0
2024-03-10 02:00:00,-77.94,-77.94,91.77,1446000.0,530000.0,13531.0,328452.0,916000.0,649000.0
2024-03-10 03:00:00,0.0,0.0,91.28,1465000.0,555000.0,4443.61,348197.0,911000.0,643000.0
2024-03-10 04:00:00,-4.0,-4.0,91.29,1460000.0,561000.0,4701.3,344189.0,900000.0,631000.0
2024-03-10 05:00:00,6.93,6.93,6.93,1442000.0,564000.0,4191.2,326038.0,878000.0,611000.0
2024-03-10 06:00:00,82.66,82.66,82.66,1423000.0,553000.0,14796.6,307072.0,870000.0,605000.0
2024-03-10 07:00:00,91.5,91.5,91.5,1361000.0,600000.0,9104.58,245596.0,760000.0,616000.0
2024-03-10 08:00:00,93.74,93.74,93.74,1272000.0,673000.0,3775.84,157025.0,599000.0,593000.0
2024-03-10 09:00:00,106.51,106.51,161.39,1186000.0,753000.0,1220.08,70493.5,433000.0,462000.0
2024-03-10 10:00:00,169.34,169.34,166.08,1153000.0,872000.0,8870.15,35427.3,281000.0,314000.0
2024-03-10 11:00:00,169.34,169.34,255.59,1148000.0,888000.0,4782.78,30208.9,261000.0,283000.0
2024-03-10 12:00:00,169.34,169.34,255.59,1143000.0,880000.0,946.884,24583.2,263000.0,283000.0
2024-03-10 13:00:00,169.34,169.34,166.38,1142000.0,874000.0,2766.65,23843.3,268000.0,289000.0
2024-03-10 14:00:00,169.34,169.34,166.38,1141000.0,863000.0,5606.8,23413.0,279000.0,222000.0
2024-03-10 15:00:00,169.34,169.34,166.38,1103000.0,824000.0,10109.6,28175.8,279000.0,198000.0
2024-03-10 16:00:00,108.05,108.05,170.75,1145000.0,781000.0,15554.0,33009.2,364000.0,315000.0
2024-03-10 17:00:00,83.44,83.44,132.75,1222000.0,757000.0,41468.2,60072.8,464000.0,381000.0
2024-03-10 18:00:00,84.24,84.24,168.63,1144000.0,740000.0,32870.3,51487.4,404000.0,357000.0
2024-03-10 19:00:00,84.24,84.24,136.34,1140000.0,732000.0,28954.5,47673.0,408000.0,361000.0
